institution;period;sek;doi;is_hybrid
ki;2020;12719,08;10.1016/j.redox.2019.101387;FALSE
ki;2020;24206,52;10.1136/jclinpath-2019-206300;TRUE
ki;2020;34632,3;10.1093/infdis/jiaa036;TRUE
ki;2020;19047,8;10.1152/ajpcell.00540.2019;FALSE
ki;2020;38200,11;10.1212/WNL.0000000000008745;TRUE
ki;2020;30153,2;10.1016/j.stemcr.2020.02.006;FALSE
ki;2020;19243,4;10.1074/mcp.RA119.001737;TRUE
ki;2020;33134,74;10.1111/febs.15197;TRUE
ki;2020;23586,5;10.7554/eLife.46756;FALSE
ki;2020;31659,9;10.1002/mrd.23320;TRUE
ki;2020;25270,56;10.3389/fpsyg.2019.02808;TRUE
ki;2020;12470,67;10.3390/pathogens9010028;FALSE
ki;2020;7101,76;10.3390/pathogens9030207;FALSE
ki;2020;25224,36;10.3389/fphar.2020.00026;FALSE
ki;2020;23610,3;10.1016/j.scr.2020.101810;FALSE
ki;2020;29552,96;10.1089/scd.2019.0064;TRUE
ki;2020;17414,79;10.3389/fnins.2020.00256;FALSE
ki;2020;4149,11;10.1093/ehjcr/ytaa020;FALSE
ki;2020;39025,8;10.1126/sciadv.aaz2433;FALSE
ki;2020;25125,34;10.3389/fimmu.2019.03157;FALSE
ki;2020;11004,19;10.1121/10.0000581;TRUE
ki;2020;19924,29;10.3390/jcm9020607;FALSE
ki;2020;26279;10.1111/bpa.12812;TRUE
ki;2020;18302,6;10.2147/DHPS.S232604;FALSE
ki;2020;10454,73;10.1002/bjs5.50260;FALSE
ki;2020;20901,54;10.1073/pnas.1908691117;TRUE
ki;2020;23838,36;10.1136/annrheumdis-2019-216756;TRUE
ki;2020;28240,2;10.1001/jamanetworkopen.2020.3833;FALSE
ki;2020;30733,64;10.1016/j.schres.2020.03.048;TRUE
ki;2020;22349,71;10.2147/CLEP.S242528;FALSE
ki;2020;23530,96;10.1016/j.joca.2020.01.003;TRUE
ki;2020;48318,02;10.1073/pnas.1914186117 ;TRUE
ki;2020;31753,2;10.1111/imm.13157;TRUE
ki;2020;30423,36;10.1089/ars.2020.8035;TRUE
ki;2020;27418,26;10.1016/j.prostaglandins.2020.106428;TRUE
ki;2020;23795,25;10.7554/eLife.50830;FALSE
ki;2020;27573,22;10.1016/j.nbd.2020.104831;TRUE
ki;2020;29522,92;10.1016/j.neuroimage.2020.116607;FALSE
ki;2020;21803,99;10.1186/s12877-020-1493-4;FALSE
ki;2020;24412,37;10.3233/JAD-191011;TRUE
ki;2020;29248,55;10.1016/j.atherosclerosis.2019.11.013;TRUE
ki;2020;26953,95;10.1016/j.ijcha.2020.100505;FALSE
ki;2020;20141,74;10.3390/cells9030684;FALSE
ki;2020;37980,72;10.1016/j.celrep.2020.02.111;FALSE
ki;2020;26983,59;10.1002/JLB.2MA1219-392R;TRUE
ki;2020;22727,09;10.1016/j.eurox.2019.100106;FALSE
ki;2020;21225,72;10.3390/jcm9030850;FALSE
ki;2020;9164,97;10.1177/2055102919897382;FALSE
ki;2020;35378,96;10.1111/jcpp.13210;TRUE
ki;2020;14940,27;10.3390/ijms21031028;FALSE
ki;2020;39871,98;10.1530/ERC-19-0446;TRUE
ki;2020;28427,38;10.3389/fpsyg.2020.00613;FALSE
ki;2020;24265,75;10.1136/oemed-2019-106129;TRUE
ki;2020;39088,58;10.1097/j.pain.0000000000001787;TRUE
ki;2020;16693,65;10.1136/bmjopen-2019-033616;FALSE
ki;2020;28904,1;10.1001/jamanetworkopen.2020.1423;FALSE
